date,fetched_at,source,rank,ticker,name,mentions,upvotes,rank_24h_ago,mentions_24h_ago
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,1,NVDA,NVIDIA,776,4429,1,1578
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,2,MRVL,Marvell Technology Group,579,2231,11,65
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,3,MU,Micron Technology,396,1187,4,161
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,4,IREN,Iris Energy,261,688,25,37
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,5,SPY,SPDR S&amp;P 500 ETF Trust,212,1240,3,252
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,6,SNDK,Sandisk,129,368,5,118
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,7,CRM,Salesforce,103,245,8,103
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,8,PLTR,Palantir,100,192,58,12
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,9,AVGO,Broadcom,81,225,10,66
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,10,META,Meta Platforms (Facebook),76,161,2,248
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,11,MSFT,Microsoft,73,295,19,49
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,12,QQQ,Invesco QQQ ETF,70,125,6,107
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,13,NBIS,Nebius Group,60,149,7,96
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,14,AMD,AMD,59,243,15,46
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,15,GOOG,Alphabet (Google),50,205,20,40
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,16,DTE,DTE Energy,50,959,17,54
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,17,AMZN,Amazon,47,260,28,28
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,18,CRWD,CrowdStrike,43,76,12,59
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,19,NOW,ServiceNow,38,63,26,32
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,20,MSTR,MicroStrategy,37,73,46,13
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,21,GOOGL,Alphabet (Google),37,98,18,45
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,22,RBRK,Rubrik,37,28,160,3
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,23,TSLA,Tesla,33,196,34,19
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,24,RDDT,Reddit,33,74,16,43
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,25,AM,Antero Midstream,32,88,32,26
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,26,SLS,Sellas Life Sciences,31,553,54,11
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,27,SOXL,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bull 3X Share,27,56,38,26
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,28,GAP,Gap Inc.,24,69,64,9
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,29,AAPL,Apple,23,31,30,27
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,30,ARR,ARMOUR Residential REIT,22,39,197,4
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,31,WMT,Walmart,21,36,84,5
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,32,WEN,Wendy’s Company,21,45,23,39
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,33,SPCX,SpaceX,21,44,14,47
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,34,ASTS,AST SpaceMobile,21,29,21,36
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,35,TTWO,Take 2 Interactive,20,31,60,7
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,36,BE,Bloom Energy,19,47,50,15
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,37,INFQ,Infleqtion,19,27,95,4
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,38,IT,Gartner,18,40,35,26
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,39,WDAY,Workday,18,49,0,
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,40,VOO,Vanguard S&amp;P 500 ETF,18,27,27,28
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,41,INTC,Intel,17,42,9,67
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,42,MRNA,Moderna,17,92,24,32
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,43,VTI,Vanguard Total Stock Market ETF,16,140,45,17
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,44,VT,"Vanguard Group, Inc. - Vanguard Total World Stock ETF",15,125,51,12
2026-08-28,2026-08-28T05:32:07Z,apewisdom:all-stocks,45,AFRM,Affirm,15,60,687,1
