date,fetched_at,source,rank,ticker,name,mentions,upvotes,rank_24h_ago,mentions_24h_ago
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,1,MU,Micron Technology,143,879,1,859
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,2,QQQ,Invesco QQQ ETF,128,539,5,365
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,3,SPY,SPDR S&amp;P 500 ETF Trust,124,434,2,572
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,4,AVGO,Broadcom,89,413,3,364
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,5,NVDA,NVIDIA,87,256,6,214
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,6,DTE,DTE Energy,83,288,12,119
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,7,VOO,Vanguard S&amp;P 500 ETF,83,711,10,134
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,8,SPCX,Collaborative Investment Series Trust - The SPAC and New Issue ETF,70,222,9,135
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,9,MRVL,Marvell Technology Group,68,225,8,240
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,10,MSFT,Microsoft,52,221,7,159
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,11,AMD,AMD,42,103,15,85
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,12,AGI,Alamos Gold,40,532,204,2
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,13,SOXL,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bull 3X Share,34,138,20,101
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,14,ASTS,AST SpaceMobile,31,101,16,88
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,15,RKLB,Rocket Lab USA,31,44,34,36
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,16,ORCL,Oracle,30,240,76,21
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,17,VT,"Vanguard Group, Inc. - Vanguard Total World Stock ETF",28,46,30,36
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,18,NBIS,Nebius Group,28,146,31,47
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,19,META,Meta Platforms (Facebook),27,129,25,107
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,20,VTI,Vanguard Total Stock Market ETF,25,37,19,57
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,21,TSLA,Tesla,23,51,11,117
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,22,RDDT,Reddit,23,157,17,67
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,23,NOW,ServiceNow,22,48,18,66
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,24,TQQQ,ProShares Trust - ProShares UltraPro QQQ,21,116,79,27
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,25,AM,Antero Midstream,20,44,24,50
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,26,MSTR,MicroStrategy,20,165,13,116
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,27,EU,enCore Energy,20,1674,68,12
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,28,IQ,iQIYI,18,73,95,10
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,29,IBKR,Interactive Brokers,18,1114,52,20
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,30,VXUS,"Vanguard Group, Inc. - Vanguard Total International Stock ETF",18,24,144,10
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,31,SNDK,Sandisk,18,54,28,61
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,32,RR,Richtech Robotics,17,53,134,6
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,33,YOU,CLEAR Secure,15,50,33,36
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,34,INTC,Intel,14,37,75,23
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,35,ALL,Allstate,14,47,61,21
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,36,SPCE,Virgin Galactic,14,35,39,27
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,37,SMH,VanEck Vectors ETF Trust - VanEck Vectors Semiconductor ETF,14,47,67,15
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,38,HBM,Hudbay Minerals,13,306,141,5
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,39,BE,Bloom Energy,13,39,90,9
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,40,GLP,Global Partners LP,13,140,172,4
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,41,GOOG,Alphabet (Google),12,33,40,36
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,42,IT,Gartner,12,78,35,36
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,43,SOXS,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bear 3X Share,11,32,22,75
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,44,LFVN,Lifevantage,11,106,26,55
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,45,MCD,McDonald,10,268,183,6
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,46,SO,Southern Company,10,58,109,8
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,47,PLTR,Palantir,10,31,43,20
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,48,VGT,"Vanguard Group, Inc. - Vanguard Information Technology ETF",10,32,208,5
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,49,GOOGL,Alphabet (Google),10,7,48,26
2026-06-06,2026-06-06T22:35:31Z,apewisdom:all-stocks,50,PR,Permian Resources,10,109,129,5
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,1,MU,Micron Technology,118,726,1,831
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,2,SPY,SPDR S&amp;P 500 ETF Trust,104,377,2,538
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,3,QQQ,Invesco QQQ ETF,80,389,5,319
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,4,AVGO,Broadcom,68,305,3,345
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,5,DTE,DTE Energy,62,195,11,110
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,6,NVDA,NVIDIA,60,194,7,185
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,7,SPCX,Collaborative Investment Series Trust - The SPAC and New Issue ETF,53,181,9,121
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,8,MRVL,Marvell Technology Group,52,118,8,233
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,9,MSFT,Microsoft,42,204,6,151
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,10,VOO,Vanguard S&amp;P 500 ETF,39,537,24,65
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,11,ASTS,AST SpaceMobile,29,91,15,77
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,12,ORCL,Oracle,28,238,59,21
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,13,SOXL,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bull 3X Share,27,88,17,96
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,14,AMD,AMD,23,69,14,76
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,15,RKLB,Rocket Lab USA,22,53,34,27
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,16,MSTR,MicroStrategy,20,165,10,113
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,17,META,Meta Platforms (Facebook),20,75,22,101
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,18,NOW,ServiceNow,19,42,16,60
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,19,RDDT,Reddit,18,144,18,60
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,20,TQQQ,ProShares Trust - ProShares UltraPro QQQ,17,73,79,22
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,21,TSLA,Tesla,16,33,12,102
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,22,IQ,iQIYI,15,73,74,8
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,23,AM,Antero Midstream,15,35,23,44
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,24,EU,enCore Energy,14,1603,97,8
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,25,SNDK,Sandisk,14,47,25,56
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,26,YOU,CLEAR Secure,12,46,30,33
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,27,IT,Gartner,11,77,31,31
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,28,AGI,Alamos Gold,11,14,148,2
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,29,INTC,Intel,10,35,69,16
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,30,IBKR,Interactive Brokers,10,381,75,10
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,31,GLP,Global Partners LP,10,132,159,2
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,32,GOOG,Alphabet (Google),9,29,37,30
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,33,NFLX,Netflix,9,65,39,17
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,34,MCD,McDonald,9,267,135,4
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,35,ALL,Allstate,9,24,50,20
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,36,VT,"Vanguard Group, Inc. - Vanguard Total World Stock ETF",9,21,72,7
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,37,SOXS,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bear 3X Share,9,30,19,74
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,38,NBIS,Nebius Group,9,24,26,45
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,39,SPCE,Virgin Galactic,8,30,60,13
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,40,PL,Planet Labs,8,32,13,41
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,41,SO,Southern Company,7,18,104,7
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,42,CC,Chemours,7,16,88,9
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,43,BB,BlackBerry,7,16,28,19
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,44,PLTR,Palantir,7,29,38,17
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,45,VTI,Vanguard Total Stock Market ETF,7,15,35,20
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,46,HOOD,Robinhood,7,70,20,48
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,47,PR,Permian Resources,7,105,840,1
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,48,LINK,Interlink Electronics,7,19,56,11
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,49,MS,Morgan Stanley,6,1031,140,4
2026-06-06,2026-06-06T22:35:32Z,apewisdom:wallstreetbets,50,VC,Visteon,6,253,120,6
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,1,AGI,Alamos Gold,27,517,273,
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,2,QQQ,Invesco QQQ ETF,27,60,2,28
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,3,AMD,AMD,17,32,31,5
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,4,NBIS,Nebius Group,16,119,506,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,5,VOO,Vanguard S&amp;P 500 ETF,14,121,1,32
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,6,MU,Micron Technology,11,33,7,20
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,7,SPCX,Collaborative Investment Series Trust - The SPAC and New Issue ETF,11,32,8,9
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,8,AVGO,Broadcom,10,42,18,10
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,9,NVDA,NVIDIA,9,12,3,21
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,10,VTI,Vanguard Total Stock Market ETF,8,14,4,13
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,11,SPY,SPDR S&amp;P 500 ETF Trust,8,18,10,12
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,12,MSFT,Microsoft,6,15,17,6
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,13,EWY,BlackRock Institutional Trust Company N.A. - iShares MSCI South Korea,6,28,292,3
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,14,SPMO,Invesco Capital Management LLC - Invesco S&P 500 Momentum ETF,6,38,346,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,15,HBM,Hudbay Minerals,5,317,249,
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,16,AMZN,Amazon,4,6,45,3
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,17,IBM,IBM,4,40,11,7
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,18,HPE,Hewlett Packard Enterprise,4,19,103,
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,19,MRVL,Marvell Technology Group,4,5,36,4
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,20,ASML,ASML,3,3,152,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,21,IBKR,Interactive Brokers,3,714,215,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,22,VT,"Vanguard Group, Inc. - Vanguard Total World Stock ETF",3,5,13,8
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,23,EU,enCore Energy,3,70,16,2
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,24,ARM,Arm Holdings,3,23,43,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,25,OKLO,Oklo,3,6,496,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,26,AAPL,Apple,2,3,29,3
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,27,TSLA,Tesla,2,3,9,8
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,28,INTC,Intel,2,2,52,5
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,29,KO,Coca-Cola,2,3,54,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,30,VC,Visteon,2,9,35,2
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,31,MELI,MercadoLibre,2,2,178,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,32,PLTR,Palantir,2,2,25,2
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,33,KORU,Direxion Shares ETF Trust - Direxion Daily South Korea Bull 3X Shares,2,5,285,
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,34,SOXL,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bull 3X Share,2,7,295,2
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,35,RKLB,Rocket Lab USA,2,1,21,5
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,36,GLP,Global Partners LP,2,8,448,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,37,GOOGL,Alphabet (Google),2,3,28,3
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,38,LINK,Interlink Electronics,2,3,482,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,39,OS,OneStream,2,23,504,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,40,GOOG,Alphabet (Google),1,1,30,4
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,41,JNJ,Johnson & Johnson,1,1,46,
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,42,WMT,Walmart,1,1,47,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,43,MA,Mastercard,1,1,48,2
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,44,TSM,TSMC,1,2,51,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,45,HD,Home Depot,1,0,53,
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,46,DIS,Walt Disney,1,1,49,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,47,PFE,Pfizer,1,4,55,1
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,48,CSCO,Cisco,1,1,56,
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,49,BA,Boeing,1,0,58,
2026-06-06,2026-06-06T22:35:33Z,apewisdom:stocks,50,ADBE,Adobe,1,0,59,1
2026-06-06,2026-06-06T22:35:34Z,apewisdom:investing,1,VOO,Vanguard S&amp;P 500 ETF,11,11,1,34
2026-06-06,2026-06-06T22:35:34Z,apewisdom:investing,2,VT,"Vanguard Group, Inc. - Vanguard Total World Stock ETF",9,13,3,19
2026-06-06,2026-06-06T22:35:34Z,apewisdom:investing,3,QQQ,Invesco QQQ ETF,9,6,4,13
2026-06-06,2026-06-06T22:35:34Z,apewisdom:investing,4,AVGO,Broadcom,6,56,7,3
2026-06-06,2026-06-06T22:35:34Z,apewisdom:investing,5,NVDA,NVIDIA,5,63,31,2
2026-06-06,2026-06-06T22:35:34Z,apewisdom:investing,6,VTI,Vanguard Total Stock Market ETF,5,6,2,22
2026-06-06,2026-06-06T22:35:34Z,apewisdom:investing,7,VXUS,"Vanguard Group, Inc. - Vanguard Total International Stock ETF",4,7,210,2
