date,fetched_at,source,rank,ticker,name,mentions,upvotes,rank_24h_ago,mentions_24h_ago
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,1,SPY,SPDR S&amp;P 500 ETF Trust,80,246,1,248
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,2,NVDA,NVIDIA,66,161,5,149
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,3,DTE,DTE Energy,33,319,11,75
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,4,MRNA,Moderna,28,1410,3,132
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,5,QQQ,Invesco QQQ ETF,24,82,4,101
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,6,MU,Micron Technology,23,50,2,143
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,7,EU,enCore Energy,21,77,58,7
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,8,SNDK,Sandisk,21,46,7,93
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,9,VOO,Vanguard S&amp;P 500 ETF,18,207,50,9
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,10,SLS,Sellas Life Sciences,17,23,17,61
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,11,TSLA,Tesla,16,69,10,86
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,12,USO,United States Commodity Funds LLC - United States Oil Fund,16,156,43,9
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,13,HOOD,Robinhood,14,34,13,72
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,14,META,Meta Platforms (Facebook),14,66,8,72
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,15,AAOI,Applied Optoelectronics,14,21,195,5
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,16,OI,O-I Glass,13,54,165,3
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,17,IREN,Iris Energy,13,24,35,20
2026-08-22,2026-08-22T21:44:56Z,apewisdom:all-stocks,18,IBKR,Interactive Brokers,12,104,48,14
