date,fetched_at,source,rank,ticker,name,mentions,upvotes,rank_24h_ago,mentions_24h_ago
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,1,MU,Micron Technology,743,3269,1,95
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,2,MSFT,Microsoft,537,1985,4,84
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,3,WEN,Wendy’s Company,359,11623,2,99
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,4,SPY,SPDR S&amp;P 500 ETF Trust,329,1031,3,95
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,5,ASTS,AST SpaceMobile,149,878,46,12
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,6,NVDA,NVIDIA,131,423,6,35
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,7,TSLA,Tesla,130,592,38,8
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,8,SNDK,Sandisk,126,527,9,18
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,9,QQQ,Invesco QQQ ETF,120,372,7,33
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,10,RKLB,Rocket Lab USA,112,833,35,12
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,11,SPCX,SpaceX,111,423,8,21
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,12,SLS,Sellas Life Sciences,105,435,30,12
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,13,MSTR,MicroStrategy,98,227,11,15
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,14,SMCI,Supermicro,75,293,258,1
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,15,UI,Ubiquiti,74,788,68,5
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,16,BB,BlackBerry,71,447,33,11
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,17,DTE,DTE Energy,56,438,5,49
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,18,WDC,Western Digital,51,107,92,3
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,19,JACK,Jack in the Box,42,107,279,1
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,20,AMZN,Amazon,41,88,32,10
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,21,VOO,Vanguard S&amp;P 500 ETF,34,1499,21,12
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,22,AMD,AMD,33,82,15,16
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,23,GLW,Corning,32,133,158,1
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,24,SOXL,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bull 3X Share,32,70,60,7
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,25,ORCL,Oracle,29,62,18,10
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,26,GOOG,Alphabet (Google),28,57,14,12
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,27,META,Meta Platforms (Facebook),28,74,12,13
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,28,INTC,Intel,26,35,113,
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,29,NBIS,Nebius Group,26,63,37,11
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,30,AVAV,AeroVironment,25,56,298,
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,31,HBM,Hudbay Minerals,25,101,27,6
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,32,PLTR,Palantir,24,57,58,10
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,33,RDDT,Reddit,23,62,104,5
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,34,GOOGL,Alphabet (Google),22,42,31,9
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,35,YOU,CLEAR Secure,21,50,22,15
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,36,IBM,IBM,20,71,65,2
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,37,IT,Gartner,20,200,24,9
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,38,MRVL,Marvell Technology Group,19,75,275,1
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,39,AMAT,Applied Materials,18,31,141,1
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,40,AAPL,Apple,17,48,51,2
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,41,ES,Eversource Energy,17,53,16,14
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,42,NOW,ServiceNow,16,31,17,8
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,43,CC,Chemours,16,36,41,8
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,44,HOOD,Robinhood,16,46,612,3
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,45,EU,enCore Energy,16,40,74,4
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,46,IBKR,Interactive Brokers,15,50,42,6
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,47,BE,Bloom Energy,15,28,43,7
2026-06-29,2026-06-29T22:35:59Z,apewisdom:all-stocks,48,APLD,Applied Blockchain,15,24,715,2
